place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Børglum Kloster	Børglum Kloster	hovedgård 20 km sydvest for Hjørring nær Løkken Strand; tidligere kongsgård (1000-tallet), bispesæde (fra 1130’erne) og præmonstratenserkloster; ved reformationen inddraget under kronen, siden privateje, fra 1835 i slægten Rottbøll.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	213	1	v18:213 (1869)	high	head-noun+located+place-type	
Büjükdere	Bujukdere	Büjükdere, by på Bosporusstrædets vestbred, ca. 35 km nord for Istanbul; se kort.	1842	1842	14	En Digters Bazar	485	1	v14:485 (1842)	high	se-kort+located+place-type	
Calabrien	Calabrien	halvø og den sydligste region på Italiens fastland.	1842	1842	14	En Digters Bazar	356	1	v14:356 (1842)	high	head-noun+located+place-type	
Camaldoli	Camaldoli	kloster ved Napoli, beliggende ved et af Vesuvs kratere.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	331	1	v17:331 (1855)	high	head-noun+located+place-type	
Campagne	Campagne	den store slette, der omgiver Rom.	1835	1835	4	Improvisatoren	77	1	v4:77 (1835)	high	head-noun+place-type	
Campagnen	Campagnen	landskabet omkring Rom. ¶ den store slette, der omgiver Rom. ¶ sletten, der omgiver Rom.	1837	1837 1846 1849 1853 1870	2 5 6 8 16	Kun en Spillemand	251	6	v5:251 (1837); v16:320 (1846); v5:462 (1849); v2:73 (1853); v6:333 (1870); v8:124 ()	high	head-noun+located+place-type	
Campagnien	Campagnien	den store slette omkring Rom.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	200	1	v14:200 (1835)	high	head-noun+located+place-type	
Canton	Canton | Canton(et)	en republik inden for den schweiziske forbundsstat.	1855	1855 1862	2 17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	123	2	v17:123 (1855); v2:393 (1862)	high	head-noun+place-type	
Cap Colonne	Cap Colonne	se kort.	1842	1842	14	En Digters Bazar	432	1	v14:432 (1842)	high	se-kort	
Cap Finisterre	Cap Finisterre	se kort.	1868	1868	15	Et Besøg i Portugal 1866	477	1	v15:477 (1868)	high	se-kort	
Cap Matapan	Cap Matapan(s)	ældre navn for Tainaron (Tenaro); se kort.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Cap Mysenum	Cap Mysenum	forbjerget Capo di Miseno ved Napoli. ¶ halvø nordvest for Napoli; se kort.	1835	1835 1837	5 14	Søndagsblad. Et æsthetisk Ugeskrift	199	2	v14:199 (1835); v5:15 (1837)	high	head-noun+place-type+se-kort+located	
Capellanen	Capellanen	Stephan Tetens var fra 1811 sognepræst ved St. Knuds Kirke i Odense samt stiftsprovst for Fyn; sognekapellan ved kirken var fra 1816 Andreas Frederik Wiberg.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	32	1	v17:32 (1855)	medium	located+place-type+split-ellipsis	
Capris Klippehuler	Capris Klippehuler	kysten på øen Capri i Middelhavet ud for Napoli er rig på huler dannet af havet.	1837	1837	5	Kun en Spillemand	87	1	v5:87 (1837)	high	head-noun+place-type	
Capuziner-Klostret	Capuziner-Klostret	kirken Santa Maria della Concezione blev bygget 1626-1631 sammen med et cappuccinerkloster, der dog senere blev nedrevet ved etableringen af Via Veneto. Krypten er berømt for at være udsmykket med knogler, jf. s. 142-143.	1842	1842	14	En Digters Bazar	298	1	v14:298 (1842)	high	head-noun+place-type	
Caribien	Karaiber-Pigen(s)	Caribien, øerne mellem Nord- og Sydamerika, omfatter Store og Små Antiller samt Bahamaøerne.			12	AhasverusDen evige Jøde, Jerusalems Skomager, skikkelse fra et middelalderligt sagn, ofte behandlet i dansk litteratur på H.C. Andersens tid. If. sagnet slog Ahasverus Jesus, da denne var på vej til korsfæstelsen på Golgathabjerget; derfor må han vandre fredløs om i verden til evig tid uden at kunne dø. En dansk bearbejdelse, 1607, af en tysk folkebog om Ahasverus fra 1602 er gået tabt; en dansk udgave fra 1631 er bevaret. En almuevise om Ahasverus stammer formentlig fra 1700-tallets første del.Ahasverus	348	1	v12:348 ()	medium	located+place-type	
Caroline Amalie	Caroline Amalie	H.C. Andersen var 17.20. maj hendes gæst på Sorgenfri Slot ved Lyngby.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	192	1	v18:192 (1869)	medium	located+place-type	
Carrara	Carrara	by nordvest for Firenze, berømt for sine marmorbrud. ¶ se kort.	1835	1835 1836 1870	4 15	Improvisatoren	229	4	v4:229 (1835); v4:349 (1835); v4:382 (1836); v15:490 (1870)	high	head-noun+located+place-type+se-kort	
Cartagena	Cartagena	havneby på den spanske sydkyst, hvor H.C. Andersen opholdt sig fra 16. til 19. september 1862. ¶ se kort.	1863	1863	8 15	I Spanien	256	2	v15:256 (1863); v8:340 ()	high	head-noun+place-type+se-kort	
Carthagenienser	Carthagenienser	Karthago var en stor handelsby på Afrikas nordkyst i oldtiden; førte i 3.-2. årh. f.Kr. de såkaldte puniske krige mod Rom. Karthago blev tilintetgjort 146 f.Kr.			12	AhasverusDen evige Jøde, Jerusalems Skomager, skikkelse fra et middelalderligt sagn, ofte behandlet i dansk litteratur på H.C. Andersens tid. If. sagnet slog Ahasverus Jesus, da denne var på vej til korsfæstelsen på Golgathabjerget; derfor må han vandre fredløs om i verden til evig tid uden at kunne dø. En dansk bearbejdelse, 1607, af en tysk folkebog om Ahasverus fra 1602 er gået tabt; en dansk udgave fra 1631 er bevaret. En almuevise om Ahasverus stammer formentlig fra 1700-tallets første del.Ahasverus	275	1	v12:275 ()	medium	located+place-type	
Carthaginienser	Carthaginienser	Karthago var en stor handelsby på Afrikas nordkyst i oldtiden; førte i 3.-2. årh. f.Kr., de såkaldte puniske krige mod Rom. Karthago blev tilintetgjort 146 f.Kr.			12	Fragmenter af »Ahasverus«	46	1	v12:46 ()	medium	located+place-type	
Cartuja	Cartuja	karteuserkloster fra 1516.	1863	1863	15	I Spanien	297	1	v15:297 (1863)	high	head-noun+place-type	
Casa de Pilatos	Casa de Pilatos	Casa de Pilatos, palads fra midten af 1500-tallet. Størstedelen er bygget af don Fabrique, marquis af Tarifa efter en rejse til Jerusalem, og det fik ry for at være en efterligning af den romerske præfekt Pontius Pilatus’ (d. 35 e.Kr.) hus. Det blev siden residens for hertugerne af Alcalá de los Gazules (se kort) og Medinaceli (se kort).	1863	1863	15	I Spanien	362	1	v15:362 (1863)	high	se-kort+place-type	
Cascade	Cascade	vandfald; her Trevifontænens kunstige vandfald.	1835	1835	4	Improvisatoren	73	1	v4:73 (1835)	high	head-noun+place-type	
Cascader	Cascader	vandfald.	1842	1842 1857	6 14	En Digters Bazar	320	2	v14:320 (1842); v6:82 (1857)	high	head-noun+place-type	
Castel	Castel	(mindre) fæstning, skanse.	1868	1868	15	Et Besøg i Portugal 1866	456	1	v15:456 (1868)	high	head-noun+place-type	
Castel Sant’Elmo	St. Elmo	Castel Sant’Elmo, fæstning på Napolis højeste punkt, bygget 1329 og ombygget i slutningen af 1500-tallet.	1842	1842	14	En Digters Bazar	344	1	v14:344 (1842)	medium	located+place-type	geo-3167334
Castelamare	Castelamare	by syd for Napoli.	1835	1835	4	Improvisatoren	248	1	v4:248 (1835)	high	head-noun+located+place-type	
Castelfiorentino	Castellone	Castelfiorentino; se kort.	1842	1842	14	En Digters Bazar	285	1	v14:285 (1842)	high	se-kort	geo-3179696
Castellet	Castellet	paladset Dar el Makhzen, bygget af Mulay Ismail, fungerede som bolig for sultanens repræsentant i byen.	1863	1863	15	I Spanien	343	1	v15:343 (1863)	high	head-noun+place-type	
Castelo de Palmela	Palmella	Castelo de Palmela, beliggende på en klippe højt over bjerglandsbyen Palmela i Serra da Arrábida; se kort. Fæstningen, som går tilbage til maurertiden, blev erobret af portugiserne i 1100-taller, ombygget til kloster i 1423 under João 1.	1868	1868	15	Et Besøg i Portugal 1866	431	2	v15:431 (1868); v15:445 (1868)	high	se-kort+place-type	
Cechy	Böhmen	Cechy; landområde omkring Prag i det nuværendeˇ Tjekkiet; oprindelig fyrstendømme og fra 1198 kongerige i Centraleuropa. ¶ Cechy; landområde omkring Prag i det nuværende Tjekkiet; oprindelig fyrstendømme og fra 1198 kongerige i Centraleuropa.	1832	1832	7 9	Af Ideer og Udkast	356	2	v7:356 (1832); v9:288 (1832)	high	in-register	
Cecrops	Cecrops	if. myten er Kekrops Athens første konge, som byggede den første borg på Akropolis. Ofte fremstilles han som født af jorden. Dyrkedes som hero.	1842	1842	14	En Digters Bazar	389	1	v14:389 (1842)	medium	located+place-type	
Cerigo	Cerigo	ældre navn for Kithira; se kort.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Ceuta	Ceuta	spansk enklave ved Marokkos kyst, se kort.	1863	1863	15	I Spanien	328	1	v15:328 (1863)	high	se-kort+place-type	
Charlottenborg	Charlottenborg	slot ved Kongens Nytorv, hvor Kunstakademiet havde til huse, og hvor Thorvaldsen som Kunstakademiets direktør 1833-1844 havde embedsbolig. ¶ slot ved Kongens Nytorv, hvor Kunstakademiet havde til huse. ¶ Charlottenborg, slot ved Kgs. Nytorv, hvor Det kongelige Academie for de Skønne Kunster havde til huse, og hvor Bertel Thorvaldsen som akademiets direktør 1833-1844 havde sin embedsbolig.	1849	1849 1855	5 8 17	De to Baronesser	491	3	v5:491 (1849); v17:237 (1855); v8:479 ()	high	head-noun+located+place-type	
Chaumonydalen	Chaumonydalen	Chamonixdalen nord for Mont Blanc i Frankrig.	1835	1835	4	Improvisatoren	350	1	v4:350 (1835)	high	head-noun+place-type	
Chaux de Fonds	Chaux de Fonds	La Chaux de Fonds i Jurabjergene lidt nordøst for Le Locle; se kort.	1869	1869	15	For Romantik og Historie	484	1	v15:484 (1869)	high	se-kort+place-type	
Cheapside	Cheapside(-Anmeldelse)	forretningsgade i London.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	266	1	v17:266 (1855)	high	head-noun+located+place-type	
Chillon	Chillon	middelalderborg ved Genèvesøen (Lac Léman), tæt ved Montreux, som H.C. Andersen besøgte 23. august 1833. ¶ middelalderborg ved Genèvesøen (Lac Léman), tæt ved Montreux; den engelske digter Lord Byron udgav 1816 sonnetten The Prisoner of Chillon (dansk Fangen i Chillon, 1842). H.C. Andersen besøgte slottet 29. juli 1846.	1855	1855 1869	17 18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	122	2	v17:122 (1855); v18:15 (1869)	high	head-noun+located+place-type	
Chios	Chios	se kort. Homer levede if. en tradition på øen. ¶ se kort.	1842	1842	14	En Digters Bazar	387	2	v14:387 (1842); v14:463 (1842)	high	se-kort+place-type	
Christian IV	Christian IV	Christian IV, Thorvaldsens Museum, 1840; findes tillige i bronze i Christian 4.s kapel i Roskilde Domkirke.	1844	1844	9	Berlingske politiske og Avertissements-Tidende	439	1	v9:439 (1844)	medium	located+place-type	
Christiansborg Slot	Slottet	Christiansborg Slot, opført 1731-1740.	1868	1868	3	Gudfaders Billedbog	184	1	v3:184 (1868)	high	head-noun+place-type	
Christiansdals Skov	Christiansdals Skov	tilhørte hovedgården af samme navn i Dalum sogn.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	55	1	v14:55 (1829)	medium	located+place-type	
Christiansdals Stamhuus	Christiansdals Stamhuus	hovedgård syd for Odense, egentlig Dalum Kloster, i perioden 1682-1930 kaldet Christiansdal. Fra slutningen af 1100-tallet til 1580, hvor den sidste nonne døde, fungerede det som benediktinerkloster.	1822	1822	9	Ungdoms-Forsøg	64	1	v9:64 (1822)	high	head-noun+located+place-type	
Cicero	Cicero	i Mola di Gaeta, nuværende Formia (se kort), findes resterne af en villa, der har tilhørt den romerske politiker, advokat og forfatter Marcus Tullius Cicero (106-43 f.Kr.). Cicero blev likvideret i nærheden af byen.	1842	1842	14	En Digters Bazar	340	1	v14:340 (1842)	high	se-kort+split-ellipsis	
Circes Klippeø	Circes Klippeø	klippeudspringet Monte Circeo (se kort) ligger isoleret, men er ikke en ø. Den er traditionelt blevet knyttet til det græske sagn om troldkvinden Kirke, der holdt Odysseus tryllebundet på sin ø og forvandlede nogle af hans mænd til svin (10. sang af Homers Odysseen, ca. 700 f.Kr.).	1842	1842	14	En Digters Bazar	338	1	v14:338 (1842)	high	se-kort+place-type	
Cisterna	Cisterna	se kort.	1842	1842	14	En Digters Bazar	338	1	v14:338 (1842)	high	se-kort	
Civita Castellana	Civitta Castellane	Civita Castellana; se kort.	1842	1842	14	En Digters Bazar	291	1	v14:291 (1842)	high	se-kort	geo-3178595
Civita Vecchia	Civita Vecchia	havneby i Pavestaten; se kort. ¶ kystby nordøst for Rom.	1861	1861 1868	15	Dagbladet	215	2	v15:215 (1861); v15:427 (1868)	high	se-kort+head-noun+located+place-type	
Clapton	Clapton	forstad nord for London; besøget fandt sted 11. juli 1847. En anden og noget afvigende skildring af besøget findes trykt i Mary Howitt An Autobiography, bd. 2, 1889, s. 29-31.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	41	1	v18:41 (1869)	high	head-noun+located+place-type	
Coimbra	Coimbra	se kort; byen har rod i den romerske Aeminium, senere Conimbriga; universitetsby 1308 og i en senere periode hovedstad; se kort. ¶ byen, der ligger i det nordlige Portugal, har rod i den romerske Aeminium, senere Conimbriga; universitetsby 1308 og i en senere periode hovedstad	1868	1868 1869	15 18	Et Besøg i Portugal 1866	461	2	v15:461 (1868); v18:311 (1869)	high	se-kort+place-type+head-noun	
Colonnade-Gangen	Colonnade-Gangen	søjlegangen ved Christiansborg Slot {E2-E3}.	1829	1829	9	Fodreise fra Holmens Canal til Østpynten af Amager i Aarene 1828 og 1829	178	1	v9:178 (1829)	medium	located+place-type	
Colosseum	Colosseum	ruinen af det mægtige amfiteater i Rom (opført i det 1. århundrede e.Kr.). ¶ romersk amfiteater, indviet 80 e.Kr. ¶ amfiteater bygget 72-80 e.Kr.	1835	1835 1842	4 12 14	Improvisatoren	66	4	v4:66 (1835); v14:331 (1842); v12:46 (); v12:275 ()	high	in-register	geo-6269248
Condition	Condition	plads.	1849	1849	12	Meer end Perler og Guld	472	1	v12:472 (1849)	high	head-noun+place-type	
Constantinopel	Constantinopel	nu Istanbul; se kort.	1842	1842	14	En Digters Bazar	436	1	v14:436 (1842)	high	se-kort	
Copenhague	Copenhague	(fransk) København.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	119	1	v17:119 (1855)	high	head-noun+place-type	
Corfu	Corfu	se kort.	1842	1842	14	En Digters Bazar	351	1	v14:351 (1842)	high	se-kort	
Corselitze	Corselitze	herregård på Falsters østkyst.			8	Af Samlede Skrifter	509	1	v8:509 ()	high	head-noun+located+place-type	
Cultusminister	Cultusminister	dækkede både kirke- og undervisningsministeriet, indtil de blev adskilt i 1916. ¶ kirke- og undervisningsminister; Monrad var kultusminister maj-december 1859 og fra februar 1860.	1857	1857 1869	6 18	»At være eller ikke være«	131	2	v6:131 (1857); v18:224 (1869)	high	head-noun+place-type	
Cultusministeren, Biskop Monrad	Cultusministeren, Biskop Monrad	kirke- og undervisningsminister D.G. Monrad, kultusminister maj-december 1859 og fra februar 1860; H.C. Andersen kom for at aflevere et eksemplar af I Spanien.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	269	1	v18:269 (1869)	high	head-noun+place-type	
Cumnor-Place	Cumnor-Place	på Elisabeth 1.s tid et landsted i Cumnor, en by i Berkshire øst for Oxford. H.C. Andersens og Weyses tidlige version (Collinske Samling 21, I, 4°, nr. 668) har, i lighed med stavemåden i Scotts roman: Cumnor. Den ukomplette omarbejdelse nr. 2 har begge stavemåder, dog hyppigst: Cumnor. Alle sufflørbøger har: Cunmor. Jf. rettelseslisten.	1774	1774	11	Festen paa Kenilworthengelsk by sydøst for Birmingham med ruiner af Kenilworth Slot.Kenilworth	12	1	v11:12 (1774)	medium	located+place-type	
Cycladerne	Cycladerne	Kykladerne (Kiklades); se kort.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Czerna-Woda	Czerna-Woda	Cernavoda˘; se kort.	1842	1842	14	En Digters Bazar	501	1	v14:501 (1842)	high	se-kort	
Cádiz	Cadiz	Cádiz, se kort.	1863	1863	15	I Spanien	334	1	v15:334 (1863)	high	se-kort	
Dalarne	Dalarne	landskab, der omfatter den indre, nordlige del af Mellemsverige.	1851	1851	15	I Sverrig	38	1	v15:38 (1851)	high	head-noun+place-type	
Dalj	Dalja	Dalj; se kort.	1842	1842	14	En Digters Bazar	550	1	v14:550 (1842)	high	se-kort	geo-3202215
Dalum	Dalum	landsby tæt ved Odense; nu bydel ca. 4 km fra Odense centrum.	1822	1822	9	Ungdoms-Forsøg	62	1	v9:62 (1822)	high	in-register+head-noun+located+place-type	place-000009
Dalälven	Dal-Elven	Dalälven; se kort 2.	1851	1851	15	I Sverrig	117	1	v15:117 (1851)	high	se-kort	
Danmarks Riimkrønike	Danmarks Riimkrønike	er blevet til i klosteret i Sorø, forfattet af munken broder Niels. Den slutter med året 1477 og er sandsynligvis afsluttet samme år. Den er udgivet som den første trykte bog på dansk af Gotfred af Ghemen i 1495 og genudgivet af Chr. Molbech i 1825.	1868	1868	3	Gudfaders Billedbog	174	1	v3:174 (1868)	medium	located+place-type	
Dannemora	Dannemora	se kort 2. Jernmalmminen Dannemora gruva i Uppland 100 km nord for Stockholm har været i drift siden 1400-tallet.	1851	1851	15	I Sverrig	123	1	v15:123 (1851)	high	se-kort	
Dardanelbyerne	Dardanelbyerne	byer langs Dardanellerne, det smalle stræde, der deler Tyrkiet i en europæisk og en asiatisk del og forbinder det Ægæiske Hav og Marmarahavet.	1842	1842	14	En Digters Bazar	351	1	v14:351 (1842)	high	head-noun+place-type	
Dardaneller	Dardaneller	smalt stræde mellem Europa og Asien i det nordvestlige Tyrkiet.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	297	1	v17:297 (1855)	medium	located+place-type	
Dardanellerne	Dardanellerne	smalt stræde mellem Europa og Asien i det nordvestlige Tyrkiet.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	218	1	v17:218 (1855)	medium	located+place-type	
Darius	Darius	kilden er Herodots (o. 480-420 f.Kr.) historie om perserkrigene (ca. 550-479 f.Kr.).	1842	1842	14	En Digters Bazar	492	1	v14:492 (1842)	high	head-noun+place-type+split-ellipsis	
Delfí	Delphi	Delfí; det antikke Delfi var sædet for en Apollon-helligdom, hvortil der var knyttet et orakel, der fungerede som medium for guden. Oraklet eksisterede fra 700-tallet f.Kr. til det blev nedlagt ca. 385 e.Kr. af den kristne kejser Theodosius (347-395, kejser fra 379); se kort.	1842	1842	14	En Digters Bazar	395	1	v14:395 (1842)	high	in-register+se-kort	
Delphi	Delphi	græsk by, i oldtiden kendt for sit Apollontempel med tilhørende orakel.	1862	1862	3	Venskabs-Pagten	27	1	v3:27 (1862)	high	in-register+place-type	geo-263219
Den Collinske Gaard	Den Collinske Gaard	Den Collinske Gaard, en gammel bindingsværksbygning, lå i Bredgade på det nuværende nr. 4’s plads, ved siden af Kanneworffs hus. Nedrevet 1853.	1846	1846	16	Mit eget Eventyr uden Digtning	207	1	v16:207 (1846)	medium	located+place-type	
Den Engelske Kanal	Canalen	Den Engelske Kanal, farvandet mellem England og Frankrig, der forbinder Nordsøen med Atlanterhavet.	1844	1844	9	Berlingske politiske og Avertissements-Tidende	418	1	v9:418 (1844)	high	head-noun+located+place-type	
Det Adelige Jomfrukloster	Det Adelige Jomfrukloster	Det Adelige Jomfrukloster, opført 1504-1508 som bispegård, 1717 oprettet som adeligt jomfrukloster på initiativ af den lærde, velhavende adelige Karen Brahe (1657-1736); udover at skænke indtægterne fra sine godser til jomfruklosteret oprettede hun et stort bibliotek.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	53	1	v14:53 (1829)	high	head-noun+place-type	
Diablerets	Diablerets	kalkstensbjerg på 3246 m i Freiburgeralperne.	1862	1862	2	Iisjomfruen	422	1	v2:422 (1862)	high	head-noun+located+place-type	
