place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Sestri Levante	Sestri di Levante	Sestri Levante, by 40 km sydøst for Genua.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	129	1	v17:129 (1855)	medium	located+place-type	
Setubal	Setubal	på engelsk St. Ubes eller St. Ybes; en af landets ældste byer; se kort.	1868	1868	15	Et Besøg i Portugal 1866	439	1	v15:439 (1868)	high	se-kort+place-type	
Sevilla	Sevilla	se kort.	1863	1863	15	I Spanien	252	1	v15:252 (1863)	high	se-kort	
Siden ere Aaringer gaaede … gik til Amerika	Siden ere Aaringer gaaede … gik til Amerika	1850 påbegyndte Jenny Lind en to års koncertrejse til Amerika, under hvilken hun 1852 i Boston ægtede pianisten Otto Goldschmidt; H.C. Andersen genså Jenny Lind i Wien i 1854.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	36	1	v18:36 (1869)	medium	located	
Siena	Siena	italiensk by 50 km syd for Firenze, hvortil H.C. Andersen ankom 4. april 1834.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	154	1	v17:154 (1855)	medium	located+place-type	
Sierra Morena	Sjerra Morena(s)	Sierra Morena, bjergkæde i Sydvestspanien (se kort), som stadig i 1800-tallet var tilholdssted for røverbander.	1863	1863	15	I Spanien	256	1	v15:256 (1863)	high	se-kort+located+place-type	
Sierra Nevada	Sierra Nevada(s)	bjergkæde ved Granada, se kort.	1863	1863	15	I Spanien	291	1	v15:291 (1863)	high	se-kort+head-noun+located+place-type	
Sigtuna	Sigtuna	en af Sveriges ældste byer og biskopsæder. Se kort 2.	1851	1851	15	I Sverrig	55	1	v15:55 (1851)	high	se-kort+place-type	
Siljan	Siljan(s) | Siljans Søen	se kort 1-2. ¶ Siljan; se kort 1-2.	1851	1851	15	I Sverrig	20	2	v15:20 (1851); v15:85 (1851)	high	se-kort	
Sintra	Cintra	Sintra, gammel kongeby 32 km nordvest for Lissabon. ¶ Sintra, gammel kongeby i bjergene nordvest for Lissabon. Her besøgte H.C. Andersen 26. juli-8. august José O’Neill, der levede ugift som rentier, i Santa Maria, en lille forstad lige over Sintra.	1868	1868 1869	15 18	Et Besøg i Portugal 1866	429	2	v15:429 (1868); v18:315 (1869)	medium	located+place-type	
sit Gods Mem … Godset Sæby	sit Gods Mem … Godset Sæby	godset Mem i Tåby (Östergötland), som Edvard Fredrik von Saltza erhvervede sig 1803 og beboede fra 1804. På godset Sæby syd for Linköping opholdt H.C. Andersen sig 14.-20. juli 1849.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	96	1	v18:96 (1869)	high	head-noun+place-type	
Skeppsholmen	Skibsholmen	Skeppsholmen; lille ø i Saltsjön i det centrale Stockholm. I perioden 1634-1968 var øen Stockholms flådestation.	1851	1851	15	I Sverrig	57	1	v15:57 (1851)	high	head-noun+located+place-type	
Skolen	Skolen	Borgerdydskolen på Christianshavn (nuværende Vestre Borgerdyd Gymnasium).	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	124	1	v18:124 (1869)	medium	located+place-type	
Skåne	Skaane	Skåne; det sydligste landskab i Sverige.	1851	1851	15	I Sverrig	13	1	v15:13 (1851)	high	head-noun+located+place-type	
Slaget ved Waterloo	Slaget ved Waterloo	by 15 km syd for Bruxelles, hvor Napoleon led sit afgørende nederlag 18. juni 1815.	1868	1868	15	Et Besøg i Portugal 1866	434	1	v15:434 (1868)	high	head-noun+located+place-type	
Slavelænker	Slavelænker	Cervantes blev 1575 taget til fange af sørøvere og solgt som slave i Algier, han blev frikøbt igen i 1780.	1863	1863	15	I Spanien	385	1	v15:385 (1863)	medium	located	
Slottet	Slottet	Odense Slot. Bygget på resterne af Sankt Hans Kloster. I 1575 påbegyndte Frederik 2. en omfattende ombygning med henblik på at omdanne klostret til kongsgård. I 1720 indledte Frederik 4. en udbygning af stedet og omdøbte det til Odense Slot. I 1860 blev der indrettet museum i slottet, og i 1907 blev det overtaget af Odense Kommune. ¶ Frederiksborg Slot. Opført 1602-1625 til Christian 4.	1832	1832	16	Levnedsbog	69	2	v16:69 (1832); v16:128 (1832)	high	head-noun+place-type	
Slottet Hohenschwangau	Slottet Hohenschwangau	kongeligt lystslot ved Schwangau mellem alperne og floden Lech nær grænsen til østrigsk Tyrol; slottet, som længe havde henligget som ruin, købtes 1832 af daværende kronprins Maximilian og genopførtes.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	150	1	v18:150 (1869)	medium	located+place-type	
Solfatara	Solfatara	vulkankrater ved Napoli.	1851	1851	15	I Sverrig	108	1	v15:108 (1851)	medium	located	
Sollerön	Soller-Øen	Sollerön; ø i Siljan.	1851	1851	15	I Sverrig	90	1	v15:90 (1851)	high	head-noun+located+place-type	
Solna	Solna	H.C. Andersen var 9. juli 1849 ved Solna kirke (nordvest for Stockholm) med Bernhard von Beskow.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	95	1	v18:95 (1869)	medium	located+place-type	
som Prinds	som Prinds	Frederik 7. havde 1826 opholdt sig i Genève med Grev Rantzau-Breitenburg som rejseledsager.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	246	1	v18:246 (1869)	medium	located	
Sophie Charlotte Hermansen	En kjøbenhavnsk Madame	Sophie Charlotte Hermansen, som siden 1816 havde boet i Odense, rejste september 1819 til København, øjensynlig i forbindelse med, at hendes søn havde bestået studentereksamen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	39	1	v17:39 (1855)	medium	located	
Spaniens Roeskilde	Spaniens Roeskilde	Roskilde Domkirke er tilsvarende den danske kongefamilies gravsted.	1863	1863	15	I Spanien	401	1	v15:401 (1863)	high	head-noun+place-type	
St. Anna Kapel	St. Anna Kapel	her tænkes formentlig på Garnisons Kirke, der på Sankt Annæ Plads, tæt ved Bredgade.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	57	1	v17:57 (1855)	medium	located+place-type	
St. Gallen	St. Gallen	se kort.	1858	1858	15	Fortællinger og Vers for Større og Mindre	154	1	v15:154 (1858)	high	se-kort	
St. Knuds Kirke	St. Knuds Kirke(taarn)	den nuværende domkirke på Klosterbakken i Odense.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	64	1	v17:64 (1855)	high	head-noun+located+place-type	
St Knuds Kirkegaard	St Knuds Kirkegaard	kirkegård ved Odense domkirke, Sankt Knuds Kirke.	1832	1832	16	Levnedsbog	61	1	v16:61 (1832)	medium	located+place-type	
St Knuds Kirketaarn	St Knuds Kirketaarn	tårnet på Odense domkirke, Sankt Knuds Kirke.	1832	1832	16	Levnedsbog	104	1	v16:104 (1832)	high	head-noun+located+place-type	
St. Lucia	St. Lucia	gade i Napoli, hvor H.C. Andersen logerede (nr. 28).	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	330	1	v17:330 (1855)	high	head-noun+located+place-type	
St. Luis	St. Luis	se kort.	1868	1868	15	Et Besøg i Portugal 1866	446	1	v15:446 (1868)	high	se-kort	
St Luzia	St Luzia	gade i Napoli; H.C. Andersen boede i nr. 28.	1846	1846	16	Mit eget Eventyr uden Digtning	323	1	v16:323 (1846)	high	head-noun+located+place-type	
staaer i Flammer	staaer i Flammer	Frederiksborg Slot brændte natten mellem den 16. og 17. december 1859.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	210	1	v18:210 (1869)	high	head-noun+place-type	
Stegeborgs Ruiner	Stegeborgs Ruiner	gods beliggende på en holm i Slätbaken. Det var oprindeligt et fæstningsanlæg fra 1200-tallet, der i de følgende århundreder blev omdannet til et kongeligt renæssanceslot, men som forfaldt fra slutningen af 1600-tallet.	1851	1851	15	I Sverrig	51	1	v15:51 (1851)	high	head-noun+located+place-type	
Stifts-Provsten	Stifts-Provsten	Stephan Tetens var fra 1811-1819 sognepræst ved St. Knuds Kirke i Odense samt stiftsprovst for Fyn.	1846	1846	16	Mit eget Eventyr uden Digtning	192	1	v16:192 (1846)	medium	located+place-type	
Stiftsprovsten … Capellanen	Stiftsprovsten … Capellanen	Stephan Tetens var fra 1811 sognepræst ved St. Knuds Kirke i Odense samt stiftsprovst for Fyn; sognekapellan ved kirken var fra 1816 Andreas Frederik Wiberg.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	32	1	v17:32 (1855)	medium	located+place-type	
stora Kopparberget	stora Kopparberget	(svensk) det store kobberbjerg.	1851	1851	15	I Sverrig	108	1	v15:108 (1851)	high	head-noun+place-type	
Stormfloden 1825	Stormfloden 1825	stormfloden i februar 1825, som især ramte Halligerne og Föhr hårdt.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	291	1	v17:291 (1855)	high	head-noun+place-type	
Strada Balbi	Strada Balbi	hovedgade i Genova.	1851	1851	15	I Sverrig	58	1	v15:58 (1851)	high	head-noun+located+place-type	
Stromboli	Stromboli	aktiv vulkanø i den italienske øgruppe De Lipariske Øer nord for Sicilien.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	215	1	v17:215 (1855)	high	in-register+located+place-type	geo-10376243
Sulitelma, Øens Øie	Sulitelma, Øens Øie	højfjeldsmassiv i Lappland ved grænsen mellem Sverige og Norge. Det samiske navn er blevet oversat med såvel øens øje som øens tærskel og solens øje. Se kort 1.	1851	1851	15	I Sverrig	13	1	v15:13 (1851)	high	se-kort	
Sundet	Sundet	Øresund.	1851	1851	15	I Sverrig	124	1	v15:124 (1851)	high	head-noun+place-type	
Svärdsjö	Svardsjø	Svärdsjö; se kort 2.	1851	1851	15	I Sverrig	93	1	v15:93 (1851)	high	se-kort	
Sydspids	Sydspids	Punta Marroqui ved Tarifa er dog sydligere, se kort.	1863	1863	15	I Spanien	326	1	v15:326 (1863)	high	se-kort	
Sälens By	Sälens By	se kort 2.	1851	1851	15	I Sverrig	94	1	v15:94 (1851)	high	se-kort	
Särna	Sernasogn	Särna; se kort 2.	1851	1851	15	I Sverrig	117	1	v15:117 (1851)	high	se-kort	
Säter	Säther	Säter; se kort 2.	1851	1851	15	I Sverrig	110	1	v15:110 (1851)	high	se-kort	
Säterdalen	Sæther-Dalen	Säterdalen; snæver v-formet dal med rig natur mellem byen Säter og Dalälven. Se kort 2.	1851	1851	15	I Sverrig	81	1	v15:81 (1851)	high	se-kort+place-type	
Sète	Cette	Sète, fransk by ved Middelhavet, som H.C. Andersen passerede på rejsen mod Spanien.	1863	1863	15	I Spanien	353	1	v15:353 (1863)	medium	located+place-type	
Søe	Søe	hav.	1846	1846	16	Mit eget Eventyr uden Digtning	193	1	v16:193 (1846)	high	head-noun+place-type	
Søen	Søen	havet.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	129	1	v17:129 (1855)	high	head-noun+place-type	
Søen … Søemandskunsten	Søen … Søemandskunsten	ifølge traditionen skal Christian 4. som dreng have lært at sejle på Skanderborg Sø i et specialbygget skib. Informationen kendes dog kun fra én samtidig kilde, hofprædikant Laurits Jacobsens ligprædiken over Christian 4., og det er usikkert, om den er sand.	1832	1832	16	Levnedsbog	160	1	v16:160 (1832)	medium	located+place-type	
Søvngjængersken	Søvngjængersken	Vicenzo Bellinis La sonnambula, 1831 (dansk Søvngængersken, 1864), hvori Jenny Lind i 1842-1843 havde udført Amines parti; hun fik dog ikke lejlighed til at synge den rolle i København.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	274	1	v17:274 (1855)	medium	located	
Tajo	Tajo	flod, der udspringer i Østspanien og munder ud i Atlanterhavet ved Lissabon.	1863	1863	15	I Spanien	393	1	v15:393 (1863)	high	head-noun+located+place-type	
Tanger	Tanger	se kort.	1863	1863	15	I Spanien	327	1	v15:327 (1863)	high	se-kort	
Taterqvinden Langemargrethe	Taterqvinden Langemargrethe	den historiske Langemargrethe, Anne Margrethe Sørensdatter, døde i Viborg Tugthus. Det lokalsagn fra Nørre-Wosborg, som H.C. Andersen hentyder til, er ikke den virkelige Langemargrethe, men er optegnet af den engelske rejsende Horace Marryat, der samtidig med H.C. Andersen besøgte gården (17. juli 1859), i hans bog A Residence in Jutland, the Danish Isles, and Copenhagen, II, 1860, s. 200-202. H.C. Andersens version af historien genfindes i Evald Tang Kristensen Danske Sagn, 1. Række IV, 1896, nr. 1588.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	211	1	v18:211 (1869)	medium	located+place-type	
Terni for at see Vandfaldet	Terni for at see Vandfaldet	byen Terni ligger 75 km nord for Rom, anlagt i oldtiden ved floden Nera 6 km neden for det 360 m høje vandfald Cascata delle Marmore.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	132	1	v17:132 (1855)	high	head-noun+place-type	
Terracina	Terracina | Terrazina	italiensk kystby syd for Napoli. ¶ Terracina; kystby 90 km sydøst for Rom.	1855	1855 1868	15 17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	151	2	v17:151 (1855); v15:423 (1868)	high	in-register+located+place-type+head-noun	geo-3165762
Thalatta, Thalatta	Thalatta, Thalatta	(græsk) havet, havet; citat fra den oldgræske forfatter Xenofon fra Athens krigsreportage Anabasis (marchen ind i landet), IV,7,24 (dansk 1929).	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	87	1	v17:87 (1855)	high	head-noun+place-type	
Theben	Theben (stod i Flammer)	daværende grænseby.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	223	1	v17:223 (1855)	high	head-noun+place-type	
Thorwaldsen … Nysøe	Thorwaldsen … Nysøe	hovedgård 1 km sydvest for Præstø, hvor Thorvaldsen havde et lille atelier.	1846	1846	16	Mit eget Eventyr uden Digtning	263	1	v16:263 (1846)	high	head-noun+located+place-type	
Tiberen	Tiberen(s)	flod, der løber gennem Rom.	1863	1863	15	I Spanien	371	1	v15:371 (1863)	high	head-noun+located+place-type	
Til San Peder de Cordoña	Til San Peder de Cordoña	oversat fra Oskar 2. nr. 68 s. 391, jf. Der Cid s. 245. Cid blev begravet i klosteret San Pedro de Cardeña ved Burgos (se kort), jf. s. 210.	1863	1863	15	I Spanien	247	1	v15:247 (1863)	high	se-kort	
Tilsigelse til Taffelet paa Jagtslottet Stärnberg	Tilsigelse til Taffelet paa Jagtslottet Stärnberg	19. juni 1852 var H.C. Andersen Maximilian 2.s gæst på jagtslottet i Berg ved Starnbergersøen.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	139	1	v18:139 (1869)	medium	located+place-type	
Tivoli	Tivoli	se kort. ¶ lille by 26 km øst for Rom med berømt vandfald og mange springvand.	1855	1855 1870	15 17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	140	2	v17:140 (1855); v15:491 (1870)	high	in-register+se-kort+head-noun+located+place-type	geo-3165624
Toboso	Toboso	lille by ca. 20 km nordøst for Alcazar de San Juan, berømt som hjembyen for Don Quixotes elskede, Dulzinea.	1863	1863	15	I Spanien	379	1	v15:379 (1863)	high	head-noun+located+place-type	
Toby	Toby	Tobby Wilson i Henrik Hertz’ skuespil De Deporterede, 21. februar 1853.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	325	1	v18:325 (1869)	high	head-noun+place-type	
Tolderlund	Tolderlund	landstedet Marieshøj (Tolderlund) ved kanalen nord for Odense. Tolderlund betegnede tidligere et større landområde, der 13. december 1564 blev skænket Oluf Bager af Frederik 2. Efter Oluf Bagers død 1602 solgtes hans landområder, og den sidste, der ejede det oprindelige Tolderlund udelt, var forfatteren Elias Naur. Siden opsplittedes ejendommen og solgtes stykvist. Landstedet Marieshøj opførtes 1786 (ombygget 1802-1803) på disse jorder.	1832	1832	16	Levnedsbog	115	2	v16:115 (1832); v16:160 (1832)	medium	located+place-type	
Toledo	Toledo	se kort. H.C. Andersen opholdt sig her 2.-7. december 1862.	1863	1863	15	I Spanien	393	1	v15:393 (1863)	high	se-kort	
Torpa	Torpa	gods i Länghem sogn, Västergötland, som tilhørte Stenbock-slægten.	1851	1851	15	I Sverrig	43	1	v15:43 (1851)	high	head-noun+located+place-type	
Trafalgar-Bugten	Trafalgar-Bugten	ud for Cabo (Kap) Trafalgar, se kort.	1863	1863	15	I Spanien	334	1	v15:334 (1863)	high	se-kort	
Trekroner	Trekroner	søfort ved indsejlingen til København.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	236	1	v17:236 (1855)	medium	located+place-type	
Triana	Triana	bydel, der tidligere var sigøjnerkvarter. Den er opkaldt efter den romerske kejser Trajan (ca. 53-117 e.Kr.), der var født i den romerske by Italica nær Sevilla.	1863	1863	15	I Spanien	364	1	v15:364 (1863)	high	head-noun+place-type	
Trianon	Trianon	her: Grand Trianon, lystslot i Versailles’ slotspark, opført 1687, hvor Napoleon 1. havde soveværelse.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	113	1	v17:113 (1855)	medium	located+place-type	
Trolhättacanalen	Trolhättacanalen	kanal med et omfattende slusesystem, som gør Götaelven farbar mellem Kattegat og søen Vänern i Sverige. Åbnet 1800.	1846	1846	16	Mit eget Eventyr uden Digtning	271	1	v16:271 (1846)	high	head-noun+place-type	
Trollhättan	Trollhättan	se kort 1-2. Byens attraktion var Göta älvs vandfald og et omfattende slusesystem, som gjorde elven farbar mellem Kattegat og Vänern. Arbejdet blev indledt 1749, Trollhätte kanal åbnedes 1800, og sammen med Göta kanal, der blev udgravet fra 1810 til 1832, dannede den en vandvej gennem Sverige.	1851	1851	15	I Sverrig	15	1	v15:15 (1851)	high	se-kort+place-type	
Tróia	Troja	Tróia, den fønikiske, senere romerske by Cetobriga, se kort.	1868	1868	15	Et Besøg i Portugal 1866	456	1	v15:456 (1868)	high	se-kort+place-type	
Tuillerierne	Tuillerierne	Palais des Tuileries, 1564, kongeligt residensslot i Paris.	1861	1861	15	Illustreret Tidende	210	1	v15:210 (1861)	medium	located+place-type	
tunge Dage	tunge Dage	Robert Watts far, proprietær William Watt, ejer af Holmstrupgård ved Århus, døde, da sønnen var 6 år. Robert tog realeksamen i 1854.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	328	1	v18:328 (1869)	medium	located	
Tweed	Floden, der gjør Grændsen mellem England og Skotland	Tweed; H.C. Andersen og Joseph Hambro krydsede floden ved Berwick on Tweed.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	46	1	v18:46 (1869)	medium	located+place-type	
Tétouan	Tetuan	Tétouan, se kort.	1863	1863	15	I Spanien	341	1	v15:341 (1863)	high	se-kort	
Ulriksdal	Ulriksdal	lystslot ved Edsviken, nord for Stockholm. Besøget fandt sted 28. september.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	286	1	v18:286 (1869)	high	head-noun+located+place-type	
Uppsala	Upsala	Uppsala; se kort 1-2.	1851	1851	15	I Sverrig	68	1	v15:68 (1851)	high	se-kort	
v. Benzon	v. Benzon	Christian Albrecht von Benzon blev født i København, men havde gået i skole i Odense, hvor H.C. Andersen formodentlig havde gjort familien Benzons bekendtskab gennem familien Hanck. C.A. von Benzons portræt af H.C. Andersen er malet i marts 1836 og befinder sig nu på Det Nationalhistoriske Museum på Frederiksborg Slot.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	250	1	v17:250 (1855)	medium	located+place-type	
Vadstena	Wadstena	Vadstena; se kort 2.	1851	1851	15	I Sverrig	34	1	v15:34 (1851)	high	se-kort	
Valencia	Valencia	se kort.	1863	1863	15	I Spanien	233	1	v15:233 (1863)	high	se-kort	
Vandfaldet ved Golling	Vandfaldet ved Golling	75 m højt vandfald ved Golling an der Salzach, 10 km syd for Hallein.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	162	1	v17:162 (1855)	medium	located+place-type	
Ved Languedoc-Canalen … Trækfartøi	Ved Languedoc-Canalen … Trækfartøi	skildringen af sejladsen på kanalen stammer fra Dagbogen 15. juli 1846, dvs. fra hjemturen, mens den store mængde vandmænd blev observeret 4. juli på udturen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	339	1	v17:339 (1855)	medium	located+place-type	
ved Roeskilde er endnu hans Grav	ved Roeskilde er endnu hans Grav	C.E.F. Weyse blev efter eget ønske begravet på Gråbrødre kirkegård i Roskilde (13. oktober 1842) på et gravsted, han erhvervede sig under et af sine sidste besøg i byen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	247	1	v17:247 (1855)	medium	located	
Venersborg	Wenersborg	Venersborg, hvor H.C. Andersen opholdt sig 2.-5. august 1849.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	104	1	v18:104 (1869)	high	head-noun+place-type	
Verdenshav	Verdenshav	Atlanterhavet.	1868	1868	15	Et Besøg i Portugal 1866	432	1	v15:432 (1868)	high	head-noun+place-type	
Versailles sminkede Guddom	Versailles sminkede Guddom	slottet Versailles blev opført 1623, men ombygget til det nuværende slot af den franske konge Ludvig 14. den Store (1638-1715, konge fra 1643), der også kaldes solkongen, idet han lod sig dyrke som hoflivets sol.	1851	1851	15	I Sverrig	56	1	v15:56 (1851)	high	head-noun+place-type	
Vesuv	Vesuv(s)	vulkan ved Napoli, hvis udbrud 79 e.Kr. ødelagde de to romerske byer Pompeji og Herculanum.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	292	1	v17:292 (1855)	high	head-noun+located+place-type	
Via Toledo	Toledogaden	Via Toledo, hovedgade i Napoli, dengang berygtet for sin prostitution.	1846	1846	16	Mit eget Eventyr uden Digtning	324	1	v16:324 (1846)	medium	located+place-type	
Vidin	Widdin	Vidin; by ved Donau i det nordvestlige Bulgarien, den anden af landets to grænseovergange over Donau.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	221	1	v17:221 (1855)	high	head-noun+located+place-type	geo-725905
Viken	Wigen	Viken; se kort 2.	1851	1851	15	I Sverrig	32	1	v15:32 (1851)	high	se-kort	
Villa reale	Villa reale	offentligt parkanlæg ud mod havet i Napoli anlagt 1780, nu Villa Communale.	1851	1851	15	I Sverrig	56	1	v15:56 (1851)	medium	located+place-type	
Villa-Borghese	Villa-Borghese	fyrsteslægten Borgheses lystslot og parkanlæg i Rom.	1851	1851	15	I Sverrig	61	1	v15:61 (1851)	medium	located+place-type	
Villaer ved Blankenese	Villaer ved Blankenese	den holstenske by nær Altona var netop bekendt herfor; villaerne tilhørte især rige borgere fra Hamborg.	1854	1854	15	Folkekalender for Danmark	141	1	v15:141 (1854)	high	head-noun+located+place-type	
Vitoria	Vitoria	se kort.	1863	1863	15	I Spanien	407	1	v15:407 (1863)	high	se-kort	
Vouga	Vouga	se kort.	1868	1868	15	Et Besøg i Portugal 1866	461	1	v15:461 (1868)	high	se-kort	
Vänern	Sverrigs største Indsøe	Vänern; se kort 1-2.	1851	1851	15	I Sverrig	15	1	v15:15 (1851)	high	se-kort	
Vänersborg	Canalen mellem Trollhätten og Venersborg	Vänersborg, 10 km nord for Trollhättan.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	183	1	v17:183 (1855)	high	head-noun+place-type	
Västergötland	Westergötland	Västergötland; se kort.	1851	1851	15	I Sverrig	37	1	v15:37 (1851)	high	se-kort	
Västerås	Westeraas	Västerås; se kort 1-2.	1851	1851	15	I Sverrig	70	1	v15:70 (1851)	high	se-kort	
Vättern	Wettern	Vättern; se kort 1-2.	1851	1851	15	I Sverrig	35	1	v15:35 (1851)	high	se-kort	
Vélez Málaga	Velez-Malaga	Vélez Málaga, se kort.	1863	1863	15	I Spanien	290	1	v15:290 (1863)	high	se-kort	
Walhalla	Walhalla	jf. Dagbogen 28. februar 1843: »interessantest var et Tog af Børn til Hest, hvor deres egne Been bar dem og Paphestene svævede omkring dem de reed et indstuderet Ridt efter Musikken, dernæst et Narhalle / Parodie paa det ved Regensburg«. Walhalla, marmortempel opført 1830-1842 ved Donaufloden øst for Regensburg af Leo von Klenze på foranledning af Ludwig 1. af Bayern. Det er opkaldt efter gudernes bolig i nordisk mytologi og rummer buster af betydningsfulde personer i den tyske historie.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	250	1	v17:250 (1855)	high	in-register	geo-2814751
Wartburg	Wartburg	slottet Wartburg ved Eisenach, grundlagt 1067 og opført i det 11. og 12. århundrede, tidligere residens for landsgreverne af Thüringen; på Carl Alexanders foranledning blev det stærkt forfaldne slot restaureret 1847-1889. H.C. Andersen besøgte Wartburg 30. juni 1854.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	152	1	v18:152 (1869)	high	head-noun+place-type	
Wedels Troup	Wedels Troup	baron Frederik Christian Wedel Jarlsberg, som havde sit eget private teater i Næstved, havde i 1804 opnået tilladelse til at turnere med sin teatertrup bestående af omkring 15 personer. Han udså sig Odense Teater, der siden 1802 havde været uden en tilknyttet trup, og i december 1804 indtog hans trup scenen. Året efter købte Wedel Odense Teater, men allerede i 1806 forlod han igen byen.	1832	1832	16	Levnedsbog	72	1	v16:72 (1832)	medium	located	
»Wetterhorn«, »Silberhorn«	»Wetterhorn«, »Silberhorn«	bjergmassiver i Berneralperne.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	16	1	v18:16 (1869)	medium	located	
Wilhelm Hensel	Hensel	Wilhelm Hensel, gift med Fanny Hensel, søster til Felix Mendelssohn-Bartholdy. Fanny Hensel døde 14. maj 1847 i Paris.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	26	1	v18:26 (1869)	medium	located	
Wilhelms-Höhe	Wilhelms-Höhe	slot uden for Kassel.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	109	1	v17:109 (1855)	high	head-noun+located+place-type	
Würtemberg	Würtemberg	da et selvstændigt kongerige i Det Tyske Forbund, nu Baden-Württemberg.	1863	1863	15	I Spanien	352	1	v15:352 (1863)	medium	located+place-type	
Xenil	Xenil	el. Genil, se kort.	1863	1863	15	I Spanien	290	1	v15:290 (1863)	high	se-kort	
Xeres de la Frontera	Xeres de la Frontera	el. Jeres de la Frontera, se kort.	1863	1863	15	I Spanien	352	1	v15:352 (1863)	high	se-kort	
Yrun	Yrun	Irún ved grænsen til Frankrig, se kort.	1863	1863	15	I Spanien	411	1	v15:411 (1863)	high	se-kort	
Zacatin	Zacatin	handelsgade fra maurisk tid.	1863	1863	15	I Spanien	302	1	v15:302 (1863)	high	head-noun+place-type	
Zaragoza	Saragossa	Zaragoza, se kort.	1863	1863	15	I Spanien	236	1	v15:236 (1863)	high	se-kort	
Zigeuner-Qvarteret	Zigeuner-Qvarteret	bydelen Albaicin, som menes før at have huset maurerflygtninge, jf. Hackländer 2 s. 252.	1863	1863	15	I Spanien	297	1	v15:297 (1863)	high	head-noun+place-type	
Zürich	Zürich	se kort.	1858	1858	15	Fortællinger og Vers for Større og Mindre	153	1	v15:153 (1858)	high	se-kort	
Årsta	Godset Aosta | Aosta	Årsta, gods i Österhaninge, ca. 25 km fra Stockholm; godset købtes 1805 af Carl Fredrik Bremer, Fredrika Bremers far. ¶ Årsta; gods 25 km fra Stockholm ved Horsfjorden. Det var 1805 blevet købt af Fredrika Bremers far, og her døde hun selv.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	95	2	v18:95 (1869); v18:289 (1869)	high	located+place-type+head-noun	
